,Dry bulk transport in NL (Mt),Liquid bulk transport in NL (Mt),Container transport in NL (Mt),Freight rate in Lower Rhine region
2018,100.0,100.0,100.0,100.0
2019,92.80230326295586,106.36042402826855,95.11278195488721,81.5
2020,87.1401151631478,106.36042402826855,95.86466165413533,57.4
2021,92.99424184261036,110.95406360424028,101.8796992481203,54.0
2022,95.20153550863724,109.01060070671377,95.11278195488721,117.0
