,0,1,2,3-6,7<
2018,0.130115636,0.30280543,0.216269482,0.347390649,0.003418803
2019,0.150399107,0.300715497,0.222052194,0.324558501,0.002274701
2020,0.144421242,0.321122582,0.222135483,0.310974063,0.00134663
2021,0.142484148,0.310787849,0.214762319,0.329292553,0.002673132
2022,0.166745354,0.326108417,0.216597279,0.288896519,0.001652431
